,Unnamed: 0.1,Unnamed: 0,PC1,PC2,year,condition,odometer,mmr,sellingprice,income,using_time,make,model,body,transmission,state,color,interior,region,K
0,0,0,2.1451332420080256,-1.0502702995478437,2012,5.0,35439.0,24600,24600,57290,3,infiniti,M,sedan,automatic,tn,gray,black,southeast,2
1,1,1,-3.3111557245417624,2.399002391992584,2003,3.3,138461.0,2250,2400,89090,12,chevrolet,Impala,sedan,automatic,md,red,gray,northeast,5
2,2,2,-3.142698100516988,0.638513183229733,2005,2.5,148266.0,2575,3300,74430,10,hyundai,Santa Fe,suv,automatic,va,blue,gray,southeast,9
3,3,3,0.2210010415139278,-0.5666170638413693,2013,2.8,57323.0,11100,10600,65610,2,chevrolet,Malibu,sedan,automatic,mi,gold,gray,midwest,1
4,4,4,0.3905527436019008,-0.1737263783817927,2012,3.4,41193.0,11600,11400,68360,3,nissan,Altima,sedan,automatic,tx,white,beige,southwest,6
5,5,5,-3.1439883371537065,-0.950457395524492,2003,2.8,126584.0,4850,4300,59100,12,mercedes-benz,E-Class,sedan,automatic,fl,silver,green,southeast,5
6,6,6,2.104357453377915,-1.1625017273158604,2013,3.2,12084.0,27600,26100,57290,2,lincoln,MKS,sedan,automatic,tn,—,black,southeast,2
7,7,7,-0.0591757132564127,0.4336620806509519,2010,3.7,38331.0,9775,10500,73100,5,chevrolet,Malibu,sedan,automatic,pa,red,black,northeast,2
8,8,8,-4.317211479793391,-0.8771572568624555,1999,2.7,129843.0,1075,700,59100,15,isuzu,Rodeo,suv,automatic,fl,white,gray,southeast,5
9,9,9,-3.152228643810309,0.6703689679549387,2004,2.2,138106.0,4150,4800,74430,10,toyota,Sienna,van,automatic,va,blue,gray,southeast,9
10,10,10,-2.915081227798836,0.5431666423494372,2004,2.8,111317.0,4275,2600,73100,11,ford,Explorer,suv,automatic,pa,white,black,northeast,0
11,11,11,1.7028139474049977,-1.1118795207130676,2012,3.5,35398.0,25800,25750,57290,3,mercedes-benz,E-Class,sedan,automatic,tn,gray,black,southeast,2
12,12,12,-0.755363714199227,-0.8227008865633691,2011,2.5,73354.0,7550,7400,63250,4,chevrolet,Impala,sedan,automatic,az,silver,black,southwest,2
13,13,13,0.0226553300523267,0.2254099456426423,2013,2.4,50001.0,9675,9700,73130,2,mazda,Mazda3,sedan,automatic,il,black,black,midwest,3
14,14,14,-0.8507400941254946,-0.4830068854638497,2010,3.4,83541.0,6575,5900,65610,5,chrysler,Sebring,sedan,automatic,mi,black,beige,midwest,1
15,15,15,0.4154073402166054,-1.3556649255451938,2012,3.2,61783.0,14350,14400,57290,3,honda,Accord,sedan,automatic,tn,black,tan,southeast,2
16,16,16,-0.0779208643955814,-1.4172392235240994,2013,1.0,17281.0,12450,9500,59100,2,hyundai,Elantra,sedan,automatic,fl,black,tan,southeast,4
17,17,17,-2.9221196143659265,0.8836703182332191,2007,2.6,189122.0,3700,3750,77030,8,nissan,Altima Hybrid,sedan,automatic,ca,gray,gray,pacific,0
18,18,18,-2.453123281442214,0.4134914481058882,2006,1.9,81654.0,5075,3900,73130,9,pontiac,G6,sedan,automatic,il,black,black,midwest,8
19,19,19,0.994866654666539,-1.206767983961086,2013,3.3,24359.0,15250,13800,59100,2,ford,Fusion,sedan,automatic,fl,silver,black,southeast,4
20,20,20,0.0182255811885182,-1.3702190578994646,2013,2.8,49325.0,7550,7500,59100,2,chevrolet,Spark,hatchback,automatic,fl,blue,black,southeast,4
21,21,21,-5.132494538415751,-0.4647872058839769,1994,2.0,39196.0,375,400,61450,21,ford,Taurus,sedan,automatic,ga,black,tan,southeast,1
22,22,22,1.165142589858804,0.3613050095254863,2013,5.0,25896.0,9525,10000,73100,2,ford,Fiesta,sedan,automatic,pa,red,black,northeast,2
23,23,23,-1.9283726680951525,-0.8147153333773361,2009,2.5,111915.0,2450,3000,63250,6,kia,Rio,sedan,automatic,az,black,black,southwest,5
24,24,24,1.3011295601059851,-1.131612215795088,2013,4.2,35430.0,15550,15200,59100,2,hyundai,Sonata,sedan,automatic,fl,red,beige,southeast,4
25,25,25,0.4140163531177431,-1.2579121557732995,2013,3.2,59960.0,11550,11500,59100,2,toyota,Camry,sedan,automatic,fl,black,gray,southeast,4
26,26,26,-2.206652367804892,-0.2194022648562754,2008,2.0,120949.0,3825,4000,68360,6,mazda,Mazda3,sedan,automatic,tx,red,black,southwest,0
27,27,27,1.071652589204012,-1.10053675701599,2012,4.5,34054.0,13500,14400,59100,3,nissan,Altima,coupe,automatic,fl,white,black,southeast,4
28,28,28,-0.283364826518709,-1.1644808780694258,2011,1.9,69039.0,16200,14000,59100,4,infiniti,G Sedan,sedan,automatic,fl,gray,black,southeast,4
29,29,29,-2.796364610901606,0.4705999818949148,2006,3.0,172388.0,3775,2500,73130,8,ford,F-150,cab,automatic,il,white,gray,midwest,9
30,30,30,1.4889654003377255,-1.1884201367995262,2014,3.0,19085.0,18400,18500,59100,1,chevrolet,Impala,sedan,automatic,fl,gray,black,southeast,4
31,31,31,2.18397814019445,0.0269308335091293,2015,5.0,2130.0,14000,14100,70210,0,dodge,Dart,sedan,automatic,ny,blue,black,northeast,3
32,32,32,1.3601489346956936,-0.1314790747356519,2014,3.4,42485.0,17300,18100,68360,1,ford,Mustang,coupe,automatic,tx,black,black,southwest,6
33,33,33,0.8117111778009215,0.2179443535977452,2013,3.2,45205.0,15600,14601,71660,2,hyundai,Genesis,sedan,automatic,mo,silver,black,midwest,3
34,34,34,-2.9820256968642784,-0.8718703300400641,2005,2.1,128253.0,3200,2700,61450,9,chrysler,Town and Country,van,automatic,ga,silver,gray,southeast,9
35,35,35,-2.887172669622296,0.3330893557137059,2009,2.5,221872.0,3450,1000,73100,6,dodge,Grand Caravan,van,automatic,pa,green,black,northeast,0
36,36,36,-2.3042116863841646,-0.6052862804532024,2007,1.9,87535.0,4425,3400,64520,8,chrysler,Town and Country,van,automatic,oh,—,gray,midwest,1
37,37,37,0.1089120457033679,0.2962846628046841,2012,2.7,34813.0,11600,9700,73100,3,honda,Civic,coupe,automatic,pa,white,gray,northeast,2
38,38,38,-1.6838713206769145,2.232064184854852,2008,2.7,104673.0,7650,7100,89090,7,subaru,Outback,wagon,automatic,md,blue,black,northeast,5
39,39,39,1.788763733325121,-0.5964551989606337,2014,4.8,5263.0,12600,13600,64520,1,ford,Focus,sedan,automatic,oh,—,black,midwest,7
40,40,40,-3.5424817893353726,1.511627946158853,2004,1.9,141643.0,4700,1300,82150,11,dodge,Dakota,cab,automatic,ma,black,black,northeast,8
41,41,41,0.7754174581163263,-0.3436115439859422,2014,2.9,9815.0,11000,8500,68360,1,nissan,Versa Note,hatchback,automatic,tx,white,—,southwest,6
42,42,42,0.3396084788453323,0.0492529833393717,2010,4.1,83587.0,16100,16000,68360,4,buick,Enclave,suv,automatic,tx,brown,tan,southwest,6
43,43,43,-3.788462692277376,0.3991175688744606,2002,4.0,204262.0,1200,3400,70210,13,volkswagen,Golf,hatchback,manual,ny,silver,black,northeast,8
44,44,44,-5.140368126989984,-0.6458944987821498,2000,1.9,207321.0,525,1000,61450,15,volvo,S70,sedan,automatic,ga,gray,tan,southeast,9
45,45,45,-0.741458021477948,1.0869865681965392,2007,3.3,63733.0,13850,15000,77030,8,infiniti,FX35,suv,automatic,ca,brown,brown,pacific,6
46,46,46,3.274820399019578,1.613551666527608,2014,4.1,26035.0,36100,36000,80200,1,chevrolet,Suburban,suv,automatic,ut,white,black,mountain west,3
47,47,47,-1.2620416596423476,0.738349648602131,2006,3.6,56626.0,8075,9800,74430,9,cadillac,SRX,suv,automatic,va,white,tan,southeast,1
48,48,48,1.3922606879992334,0.2810984066298562,2013,4.2,25899.0,16850,14800,71660,2,ford,C-Max Hybrid,wagon,automatic,mo,blue,gray,midwest,3
49,49,49,1.7090226043846763,1.4904075901985585,2014,4.3,20328.0,16750,15600,82750,1,nissan,Maxima,sedan,automatic,nj,white,black,northeast,7
50,50,50,2.7894790866208545,0.7910071965122424,2013,4.8,32260.0,30300,30600,73130,2,honda,Pilot,suv,automatic,il,black,black,midwest,3
51,51,51,2.159690125455948,0.496136863159403,2014,4.1,8503.0,20400,21600,73130,1,ford,E-Series Van,van,automatic,il,white,gray,midwest,3
52,52,52,0.5128353613081367,0.8007724001982426,2012,3.9,34777.0,10050,10750,77030,3,mazda,Mazda3,sedan,manual,ca,green,black,pacific,6
53,53,53,-4.584337876315685,-0.7412233017289332,1997,2.9,112240.0,1850,2000,59100,18,toyota,Camry,sedan,automatic,fl,green,tan,southeast,5
54,54,54,1.082950811686984,-0.2040843124865695,2013,4.3,12496.0,10150,10600,68360,2,nissan,Versa,sedan,automatic,tx,silver,black,southwest,6
55,55,55,1.8527429920698384,-1.465959693101475,2014,4.8,29330.0,16250,15700,56120,1,ford,Escape,suv,automatic,sc,blue,beige,southeast,1
56,56,56,1.1085448595795118,0.3390866227511878,2013,4.5,16268.0,10100,10500,73100,2,ford,Fiesta,sedan,automatic,pa,gray,tan,northeast,2
57,57,57,2.9671334791186013,0.2104857865534778,2014,5.0,40218.0,29700,29600,68360,1,ford,Expedition,suv,automatic,tx,white,brown,southwest,2
58,58,58,-0.5798111734544817,-0.3446741767783987,2008,4.4,92818.0,10400,12500,64520,7,honda,Odyssey,van,automatic,oh,gold,tan,midwest,1
59,59,59,2.563184999315271,-0.9798953967593096,2014,4.8,18935.0,23400,23500,59100,1,ford,Mustang,coupe,manual,fl,white,black,southeast,4
60,60,60,-3.1412557835433508,-1.1444533389562226,2006,1.9,158110.0,3600,3200,59100,9,chrysler,300,sedan,automatic,fl,blue,black,southeast,5
61,61,61,-3.355580638089123,1.578764286450872,2004,1.9,122855.0,3400,3450,82750,11,honda,Civic,sedan,automatic,nj,black,gray,northeast,5
62,62,62,0.8612582842596999,-1.499067001168803,2013,3.9,62212.0,13450,14500,56120,2,chrysler,Town and Country,van,automatic,sc,silver,black,southeast,1
63,63,63,1.275295520685622,0.5014015708219106,2012,4.5,22734.0,15200,16000,73130,3,nissan,Rogue,suv,automatic,il,white,gray,midwest,3
64,64,64,2.1004535815705245,-0.9067784747197084,2012,4.4,8136.0,23100,25000,59100,3,mercedes-benz,C-Class,sedan,automatic,fl,black,black,southeast,4
65,65,65,1.0634813196308226,0.9049427308904544,2012,4.8,53444.0,12550,14500,77030,2,kia,Sorento,suv,automatic,ca,white,beige,pacific,6
66,66,66,-0.5595387487433925,-1.0714653415384765,2009,3.3,70787.0,11550,11300,59100,6,hyundai,Santa Fe,suv,automatic,fl,white,beige,southeast,4
67,67,67,-1.446947034490966,1.5619501610468272,2006,3.9,60785.0,7075,5000,82150,9,cadillac,DTS,sedan,automatic,ma,red,tan,northeast,3
68,68,68,1.6285610188443085,-1.0609544035805345,2013,3.9,27373.0,20300,19200,59100,2,infiniti,G Sedan,sedan,automatic,fl,black,black,southeast,4
69,69,69,-4.245036565827407,2.437015209367352,2000,1.9,107451.0,2725,2000,89090,15,chevrolet,Tahoe Limited/Z71,suv,automatic,md,gray,gray,northeast,5
70,70,70,1.2788932292812196,-1.0565595354445263,2012,4.8,34841.0,14200,16200,59100,3,ford,Mustang,convertible,automatic,fl,white,white,southeast,4
71,71,71,1.4711390584121338,0.229602738418519,2014,4.3,38962.0,15000,14800,71660,1,ford,Fusion,sedan,automatic,mo,silver,black,midwest,3
72,72,72,1.396529970983416,0.5113097553854143,2012,4.9,21244.0,15350,15000,73100,3,ford,Escape,suv,automatic,pa,red,gray,northeast,2
73,73,73,0.7667114675426729,-1.0324324871055524,2011,3.4,37013.0,18250,17800,59100,4,bmw,3 Series,sedan,automatic,fl,white,black,southeast,4
74,74,74,1.142414256363227,1.129935554260372,2011,3.0,51735.0,26800,25250,77030,4,lexus,RX 450h,suv,automatic,ca,burgundy,beige,pacific,6
75,75,75,-1.5877683125151223,-1.18131638648914,2007,3.5,131684.0,9100,10200,57290,8,chevrolet,Silverado 1500,cab,automatic,tn,silver,gray,southeast,5
76,76,76,2.77362206955229,-1.0186984326550084,2015,4.0,12566.0,25300,26800,59100,0,chevrolet,Impala,sedan,automatic,fl,silver,gray,southeast,4
77,77,77,1.460313600145293,-0.5621117998770391,2012,4.1,31621.0,18500,21750,62960,3,acura,TSX Sport Wagon,wagon,automatic,nv,gray,black,mountain west,7
78,78,78,-2.884810838403248,0.1600947584375322,2008,1.7,166898.0,3175,2900,71660,7,nissan,Quest,van,automatic,mo,white,tan,midwest,8
79,79,79,-3.795295936525389,-1.09340978476076,2004,1.9,162641.0,1700,1300,59100,11,ford,Explorer,suv,automatic,fl,silver,gray,southeast,5
80,80,80,0.9545177217479988,-0.7683717317217987,2012,2.4,45464.0,22200,23200,61450,3,chevrolet,Silverado 1500,cab,automatic,ga,silver,black,southeast,1
81,81,81,-1.3608466269400854,1.362048026765437,2011,2.8,132343.0,4300,6100,82750,4,hyundai,Elantra Touring,hatchback,automatic,nj,silver,black,northeast,9
82,82,82,0.4274729442265244,-1.3118125702631145,2013,2.4,27108.0,12650,11200,59100,2,toyota,Camry,sedan,automatic,fl,black,black,southeast,7
83,83,83,1.5993792188193918,1.6359824580969005,2011,3.5,18585.0,26500,25900,81400,4,acura,MDX,suv,automatic,wa,gray,black,pacific,3
84,84,84,-2.2944209349931515,-0.872564645082313,2007,1.9,117578.0,6725,7000,61450,8,ford,Mustang,convertible,automatic,ga,gray,black,southeast,9
85,85,85,-0.2570066820555612,0.7355734993442987,2012,2.9,72046.0,9325,9000,77030,3,dodge,Grand Caravan,van,automatic,ca,gray,black,pacific,6
86,86,86,2.485795350803864,-1.0677300330546775,2013,3.4,14505.0,30500,31000,57290,2,mercedes-benz,E-Class,sedan,automatic,tn,—,black,southeast,2
87,87,87,-1.0179195961452523,-0.9399346570057044,2010,3.0,97719.0,7975,6500,61490,5,dodge,Grand Caravan,van,automatic,nc,gold,beige,southeast,1
88,88,88,0.3342749681915392,0.1935983829801651,2010,4.4,124850.0,19000,21100,68360,5,ford,F-150,cab,automatic,tx,black,brown,southwest,0
89,89,89,1.362699318772219,-0.572510502622819,2012,3.1,31756.0,22000,21800,63250,2,lexus,IS 250,sedan,automatic,az,silver,black,southwest,2
90,90,90,2.277027374918941,-1.2680568606971974,2014,5.0,15943.0,16100,21700,57290,1,nissan,Altima,sedan,automatic,tn,—,black,southeast,2
91,91,91,3.225886983362719,-0.2038819408955232,2014,5.0,21956.0,31600,30100,64520,1,ford,Explorer,suv,automatic,oh,black,black,midwest,7
92,92,92,2.1419196323804592,-0.243673615190612,2012,4.3,23714.0,25900,27300,64520,3,ford,F-150,cab,automatic,oh,red,gray,midwest,7
93,93,93,2.1015452182644783,0.358653117594934,2015,4.8,10127.0,14250,15300,73100,0,kia,Soul,wagon,automatic,pa,brown,black,northeast,2
94,94,94,0.0074695923732411,0.7044205824073749,2010,3.9,82362.0,14700,14000,74430,5,chevrolet,Camaro,coupe,automatic,va,blue,black,southeast,1
95,95,95,1.9634422324407512,-0.0967620977403869,2014,4.1,5834.0,18500,18100,68360,1,ford,F-150,cab,automatic,tx,white,gray,southwest,6
96,96,96,1.223699440777193,-0.1401184904601387,2013,4.3,24000.0,13100,13200,68360,2,hyundai,Sonata,sedan,automatic,tx,black,gray,southwest,6
97,97,97,-0.794155764920964,0.377316638208341,2012,2.0,87582.0,8975,7200,74430,3,dodge,Grand Caravan,van,automatic,va,white,black,southeast,1
98,98,98,-1.4131203672562782,-0.0785721749279368,2009,2.4,143956.0,12600,9600,68360,5,chevrolet,Silverado 1500,cab,automatic,tx,silver,gray,southwest,0
99,99,99,0.9403448521825022,1.6109348768809382,2012,3.5,53440.0,19600,18600,82750,3,honda,Pilot,suv,automatic,nj,gray,gray,northeast,7
100,100,100,1.6485407162528027,0.5760055318989172,2013,4.2,51697.0,20500,22300,73130,2,ford,Edge,suv,automatic,il,white,beige,midwest,3
101,101,101,0.6293460384749682,1.27284710154038,2012,4.4,21734.0,7875,9100,81400,3,nissan,Leaf,hatchback,automatic,wa,red,beige,pacific,3
102,102,102,1.784176106767097,1.2916428071125328,2014,4.6,33394.0,16700,17300,80610,1,ford,Fusion,sedan,automatic,co,—,black,mountain west,3
103,103,103,1.0875051656206494,0.9033129184485682,2013,3.2,49819.0,17900,20000,77030,2,toyota,Sienna,van,automatic,ca,gray,gray,pacific,6
104,104,104,-3.2338386707319544,-0.1800308895298885,2008,1.9,216364.0,3200,2300,68360,7,nissan,Altima,coupe,automatic,tx,black,black,southwest,0
105,105,105,3.311113503796288,-0.6759401301128493,2013,4.7,24354.0,35900,36000,59100,2,audi,Q5,suv,automatic,fl,blue,gray,southeast,4
106,106,106,1.4461380979623757,0.137874364155186,2012,3.9,66996.0,23700,25000,68360,3,chevrolet,Tahoe,suv,automatic,tx,white,black,southwest,6
107,107,107,0.4388465372132455,0.3592198657076607,2012,3.1,30881.0,12150,12800,73130,3,volkswagen,Passat,sedan,automatic,il,white,black,midwest,3
108,108,108,0.6057276644594309,-0.2353831978097571,2013,3.6,38176.0,10200,10200,68360,2,dodge,Avenger,sedan,automatic,tx,blue,black,southwest,6
109,109,109,0.1698692475350933,-0.7317306219296404,2012,3.6,72325.0,10350,11500,63250,3,jeep,Compass,suv,automatic,az,gray,black,southwest,2
110,110,110,0.9443553240427476,0.2006035945344276,2013,4.3,39279.0,11300,11500,71660,2,hyundai,Elantra,sedan,automatic,mo,gold,tan,midwest,3
111,111,111,0.7432601136547365,0.3987039162938426,2012,4.2,30654.0,11300,11400,73130,3,honda,Civic,sedan,automatic,il,black,gray,midwest,3
112,112,112,0.998795326134528,0.1146771617547671,2014,3.8,33496.0,10550,11300,71660,1,ford,Focus,sedan,automatic,mo,white,gray,midwest,3
113,113,113,1.848452401525716,0.6361692423919431,2013,3.4,45751.0,27000,26200,73130,2,toyota,4Runner,suv,automatic,il,white,black,midwest,3
114,114,114,1.000137576197874,-1.3136453953078664,2014,3.0,17617.0,12450,12600,59100,1,chevrolet,Cruze,sedan,automatic,fl,gray,gray,southeast,4
115,115,115,4.357811144581869,-0.597647648959668,2014,4.4,8676.0,44100,44000,59100,0,bmw,Z4,convertible,automatic,fl,orange,black,southeast,4
116,116,116,-2.716354589092392,0.7021543305147386,2005,2.2,127771.0,8050,6500,74430,10,gmc,Sierra 1500,cab,automatic,va,white,beige,southeast,9
117,117,117,-2.673546827988426,1.539780751533674,2005,2.4,86698.0,3325,3000,82750,10,volkswagen,Jetta,sedan,automatic,nj,gray,black,northeast,7
118,118,118,4.325744890144434,-0.4125237432106455,2013,3.6,14754.0,52200,51250,59100,2,mercedes-benz,S-Class,sedan,automatic,fl,—,black,southeast,4
119,119,119,1.715885493979593,1.0072050426514076,2013,4.1,40721.0,21600,21700,77030,2,dodge,Challenger,coupe,automatic,ca,gray,black,pacific,6
120,120,120,-0.8437334533133484,-0.7292318917385667,2011,3.6,147312.0,7550,10200,62930,4,ram,1500,cab,automatic,in,white,gray,midwest,8
121,121,121,0.846311824353216,-1.1471446495221205,2012,4.4,36575.0,12100,11800,59100,3,nissan,Altima,sedan,automatic,fl,blue,black,southeast,4
122,122,122,-0.2609839024661958,-1.2205553380507974,2011,2.0,45843.0,13400,12000,59100,4,ford,Taurus,sedan,automatic,fl,gray,gray,southeast,4
123,123,123,1.028886468918783,-1.1176969889705246,2012,4.3,28841.0,12800,14800,59100,3,nissan,Altima,sedan,automatic,fl,brown,beige,southeast,4
124,124,124,0.5138384066417286,-0.2373336914070017,2013,3.6,46447.0,9825,10000,68360,2,dodge,Avenger,sedan,automatic,tx,red,brown,southwest,6
125,125,125,-2.0430807910524176,0.6568298965708247,2007,2.8,131171.0,7325,7900,74430,8,nissan,Armada,suv,automatic,va,red,tan,southeast,9
126,126,126,1.0743461272893915,0.32242555138467,2013,4.1,7982.0,11200,10400,73100,2,mitsubishi,Lancer,sedan,automatic,pa,white,black,northeast,2
127,127,127,1.7575086567128697,0.453044903681481,2014,4.0,29822.0,18550,18900,73130,1,chrysler,Town and Country,van,automatic,il,black,beige,midwest,3
128,128,128,-2.918723902538688,-0.8706362374103952,2005,1.9,99676.0,2700,3600,61450,10,honda,Civic,sedan,automatic,ga,blue,gray,southeast,1
129,129,129,0.8892998621605777,1.7209903873911852,2011,2.9,54432.0,25200,22500,82750,4,bmw,X5,suv,automatic,nj,black,brown,northeast,7
130,130,130,-0.8062067126145003,-1.011117293673457,2011,1.0,65088.0,14850,10000,61450,4,nissan,Frontier,cab,manual,ga,silver,gray,southeast,1
131,131,131,-0.8338678166043635,-1.199188084596674,2010,2.9,82189.0,8775,7800,59100,5,mercury,Mariner,suv,automatic,fl,black,tan,southeast,4
132,132,132,-1.1395221225225554,-1.096849538431738,2008,3.4,79096.0,7875,7400,59100,7,volkswagen,GLI,sedan,automatic,fl,gray,gray,southeast,4
133,133,133,1.734751930889444,-0.7193858260250748,2014,4.5,14705.0,14150,15100,63250,1,chevrolet,Malibu,sedan,automatic,az,blue,gray,southwest,2
134,134,134,-1.1263346725511492,0.4912693810133763,2008,4.3,93933.0,6025,5400,73100,7,saturn,VUE,suv,automatic,pa,silver,gray,northeast,2
135,135,135,-2.2715073631949987,-0.8854490141719032,2009,2.6,199344.0,6675,6600,61450,6,chevrolet,Express Cargo,van,automatic,ga,white,gray,southeast,9
136,136,136,0.2000836702119409,1.4682063446813052,2012,2.8,60854.0,14600,13500,82750,3,nissan,Maxima,sedan,automatic,nj,black,black,northeast,7
137,137,137,1.4421947692819417,-0.917614970011941,2011,4.2,26092.0,20800,22300,59100,4,nissan,370Z,coupe,automatic,fl,black,black,southeast,4
138,138,138,-2.518972151170046,-0.7823060997660805,2005,2.8,127144.0,6050,4600,61450,9,chevrolet,Tahoe,suv,automatic,ga,blue,gray,southeast,9
139,139,139,-1.2536973356345955,1.5951485321115384,2007,2.2,106449.0,16400,18200,81400,8,gmc,Yukon,suv,automatic,wa,blue,black,pacific,8
140,140,140,0.9514122362913296,-0.0745632738502875,2012,3.3,24044.0,17800,16000,68360,3,nissan,Versa,sedan,automatic,tx,gray,black,southwest,2
141,141,141,0.8215785716463981,0.8447212881968259,2013,3.7,59288.0,14250,14900,77030,2,toyota,Prius,hatchback,automatic,ca,gray,gray,pacific,6
142,142,142,1.7803582751177818,1.6493484166531702,2013,4.9,23730.0,17300,17700,83200,2,ford,Fusion Energi,sedan,automatic,mn,—,black,midwest,2
143,143,143,1.5752041027321406,0.4082267119900417,2014,3.0,17204.0,19350,19900,73130,1,dodge,Grand Caravan,van,automatic,il,gray,black,midwest,3
144,144,144,1.0917467781842842,-0.5901241461134077,2013,3.8,23679.0,14000,13200,64520,2,ford,Fusion,sedan,automatic,oh,gray,black,midwest,7
145,145,145,0.7221348997749676,0.3986581351836083,2011,5.0,68468.0,13700,14300,71660,4,gmc,Acadia,suv,automatic,mo,white,black,midwest,3
146,146,146,-1.3773117894147489,-0.8318274390457833,2008,3.9,109004.0,5175,6100,61450,7,dodge,Magnum,wagon,automatic,ga,silver,black,southeast,9
147,147,147,0.4806983187618904,-1.5856842348254714,2013,3.0,54329.0,16050,9000,56120,2,nissan,Maxima,sedan,automatic,sc,burgundy,black,southeast,1
148,148,148,0.2803792792867765,-1.1923665074584744,2012,3.3,60282.0,12000,12500,59100,3,toyota,Camry,sedan,automatic,fl,silver,tan,southeast,4
149,149,149,3.036463536564481,0.1696133841193006,2014,4.9,15930.0,28800,28300,68360,1,dodge,Durango,suv,automatic,tx,gray,tan,southwest,6
150,150,150,-0.181417502790606,1.5340463960651702,2011,4.1,80972.0,8675,8600,83200,4,kia,Optima,sedan,automatic,mn,gray,black,midwest,2
151,151,151,0.359392001880306,-0.0278118902121219,2011,1.9,42801.0,20400,20400,68360,4,ford,F-150,cab,automatic,tx,blue,gray,southwest,2
152,152,152,-4.891501138909913,1.455400504520185,2001,1.9,200611.0,925,700,80610,14,chrysler,Town and Country,van,automatic,co,silver,gray,mountain west,8
153,153,153,0.5055031474878271,0.3367321047750371,2013,3.5,57524.0,11550,11300,73200,2,kia,Optima,sedan,automatic,ne,burgundy,tan,midwest,7
154,154,154,0.7442325763591366,0.4304554559282089,2012,3.5,35596.0,15450,14200,73100,3,chevrolet,Equinox,suv,automatic,pa,black,black,northeast,2
155,155,155,-4.109624171106773,-0.9970179681164296,2001,1.9,131767.0,1600,1500,59100,13,toyota,Corolla,sedan,automatic,fl,green,beige,southeast,5
156,156,156,1.405628972651951,-1.4119591375788263,2014,3.9,31004.0,14650,14800,57290,1,ford,Fusion,sedan,automatic,tn,—,black,southeast,2
157,157,157,1.8555225386701204,-1.1161894259272085,2014,4.0,24386.0,18850,19200,59100,1,chevrolet,Impala,sedan,automatic,fl,red,black,southeast,4
158,158,158,0.5683701708413313,2.1581872119495467,2013,3.6,65334.0,12950,12800,89090,2,chrysler,Town and Country,van,automatic,md,gray,gray,northeast,2
159,159,159,4.86133328843569,2.1335245164094294,2015,4.5,7192.0,48800,48500,82750,0,bmw,5 Series,sedan,automatic,nj,white,black,northeast,7
160,160,160,0.309687130410035,1.4102496735288812,2012,2.4,21967.0,13900,12700,82750,3,ford,Fusion,sedan,automatic,nj,gray,black,northeast,7
161,161,161,-3.2496845731391613,-0.4770572457485736,2003,3.4,147017.0,2475,3200,63250,12,mercedes-benz,C-Class,sedan,automatic,az,blue,beige,southwest,5
162,162,162,-4.167029600427576,-0.0183013952092829,2004,2.2,215901.0,1075,1300,68360,11,pontiac,Grand Prix,sedan,automatic,tx,silver,gray,southwest,0
163,163,163,-1.0606203460006405,0.8850381664763536,2009,2.9,90198.0,9225,9800,77030,6,toyota,Camry,sedan,automatic,ca,white,beige,pacific,0
164,164,164,0.5625647735223918,-0.0184995149969405,2011,4.6,61076.0,13250,12800,68360,4,toyota,Camry Hybrid,sedan,automatic,tx,gray,silver,southwest,6
165,165,165,2.5657823762778977,-0.3558463180684899,2013,3.6,38366.0,33800,32750,62960,2,lexus,RX 450h,suv,automatic,nv,silver,black,mountain west,7
166,166,166,1.7869113728699273,-0.364557800505433,2013,4.3,2273.0,17500,17800,65610,2,ford,Fusion Energi,sedan,automatic,mi,white,black,midwest,7
167,167,167,0.2126352323791249,-2.5391440224302,2013,2.9,43091.0,9075,8000,48460,2,chevrolet,Cruze,sedan,automatic,ms,burgundy,black,southeast,3
168,168,168,-3.21139390652954,-1.5098986532953262,2005,1.9,136777.0,3450,2800,55590,10,dodge,Durango,suv,automatic,la,blue,black,southeast,8
169,169,169,-1.464038078305438,1.0541144586527098,2007,2.5,111647.0,13250,14600,77030,8,acura,MDX,suv,automatic,ca,black,beige,pacific,0
170,170,170,0.9543178120803258,1.5216172453740706,2013,4.3,66858.0,13900,15000,82750,2,ford,Escape,suv,automatic,nj,—,black,northeast,7
171,171,171,0.2232766341023155,-1.433007181442674,2014,2.0,34200.0,10400,8000,59100,1,ford,Fiesta,hatchback,automatic,fl,blue,black,southeast,4
172,172,172,-2.799548444306546,1.4692711498322657,2007,2.1,147502.0,3850,3000,82750,8,honda,Civic,sedan,automatic,nj,silver,blue,northeast,5
173,173,173,0.3871650695761236,1.027276281073185,2010,4.3,61930.0,15050,15400,77030,5,nissan,Murano,suv,automatic,ca,black,black,pacific,6
174,174,174,4.1736659350208685,0.4007652135656419,2013,4.8,10508.0,42200,47000,67090,2,bmw,M3,convertible,manual,wi,gray,beige,midwest,2
175,175,175,0.7964156984470173,0.7435624349903075,2013,3.5,39272.0,11300,12400,77030,1,mazda,Mazda5,van,automatic,ca,red,gray,pacific,6
176,176,176,-0.748026639175307,-0.0772213872003159,2009,3.0,66228.0,9825,10700,68360,6,dodge,Ram Pickup 1500,cab,automatic,tx,white,black,southwest,2
177,177,177,-3.1651882379157588,0.562403439540286,2006,2.0,154036.0,2725,2600,74430,9,hyundai,Azera,sedan,automatic,va,gold,beige,southeast,9
