,Unnamed: 0.1,Unnamed: 0,PC1,PC2,year,condition,odometer,mmr,sellingprice,income,using_time,make,model,body,transmission,state,color,interior,region,K
1072,1072,1072,-3.154417964841094,0.4841897925728095,2005,2.0,141281.0,4450,4000,73100,10,chrysler,300,sedan,automatic,pa,gray,beige,northeast,0
1073,1073,1073,2.4670171225140014,-1.1189323288237067,2015,4.8,13369.0,18950,19200,59100,0,kia,Sorento,suv,automatic,fl,white,black,southeast,4
1074,1074,1074,-0.0555645968530797,0.372411878712522,2012,2.5,19194.0,8375,7800,74430,3,chevrolet,Sonic,sedan,automatic,va,red,gray,southeast,1
1075,1075,1075,0.0696776123376475,-0.83723555220144,2011,3.7,82051.0,13400,12400,61450,4,toyota,Sienna,van,automatic,ga,gray,gray,southeast,1
1076,1076,1076,-1.7309320666415569,0.2676187090824635,2008,3.2,114877.0,4125,6400,71660,7,pontiac,Grand Prix,sedan,automatic,mo,blue,black,midwest,8
1077,1077,1077,0.7634808608155133,-0.7057229206120635,2013,4.0,69363.0,12900,13600,63250,2,ford,Mustang,coupe,automatic,az,black,black,southwest,2
1078,1078,1078,1.0406134852104718,-1.0020563560529403,2014,3.7,39438.0,12250,12100,61490,1,toyota,Corolla,sedan,automatic,nc,white,gray,southeast,3
1079,1079,1079,-0.0042764563421278,-0.7583285839372931,2013,2.8,52187.0,7925,7400,64520,2,chevrolet,Sonic,hatchback,automatic,oh,blue,black,midwest,7
1080,1080,1080,0.6504738964323671,-0.3977500515353019,2012,5.0,90080.0,10100,12000,65610,2,chrysler,Town and Country,van,automatic,mi,gray,black,midwest,1
1081,1081,1081,0.1991134482170436,0.7502965085142038,2012,2.4,26527.0,12400,12200,77030,3,honda,Civic,sedan,automatic,ca,gray,gray,pacific,6
1082,1082,1082,1.9478098347040649,-0.7761142788398985,2014,4.9,9543.0,13650,13500,62960,0,hyundai,Elantra,sedan,automatic,nv,blue,gray,mountain west,7
1083,1083,1083,3.181630549324156,-0.1121385353427284,2014,4.6,8832.0,30900,30700,65610,1,gmc,Sierra 1500,cab,automatic,mi,black,gray,midwest,7
1084,1084,1084,0.3549793219920518,-2.476302260656801,2013,2.8,52637.0,11650,11500,48460,2,toyota,Camry,sedan,automatic,ms,white,gray,southeast,3
1085,1085,1085,2.900598836393497,0.5753382696080588,2014,4.1,32560.0,32000,32100,71660,1,ford,Expedition,suv,automatic,mo,brown,tan,midwest,3
1086,1086,1086,-3.89377539660652,0.6953095094844014,2002,1.9,116964.0,2025,1350,74430,13,hyundai,Santa Fe,suv,automatic,va,black,gray,southeast,9
1087,1087,1087,-2.1913791761218,1.417979237568601,2008,2.4,137949.0,6200,5200,82150,7,honda,Accord,sedan,automatic,ma,silver,gray,northeast,8
1088,1088,1088,2.3879518841667142,1.8311852143262024,2013,3.5,38114.0,32100,32000,82750,2,ford,F-150,cab,automatic,nj,gray,black,northeast,7
1089,1089,1089,1.2930837419959131,-1.4385393824554205,2014,3.8,30246.0,13400,14100,57290,1,chrysler,200,sedan,automatic,tn,black,black,southeast,2
1090,1090,1090,1.5759375701215523,-0.3010335513893003,2014,3.5,12024.0,16800,16900,67090,1,toyota,Camry,sedan,automatic,wi,white,gray,midwest,2
1091,1091,1091,1.1795945567537296,-0.1074509149980049,2013,4.3,41346.0,14700,13900,68360,2,kia,Optima,sedan,automatic,tx,brown,beige,southwest,2
1092,1092,1092,0.497342412351182,0.9463095329768944,2012,2.3,73630.0,21600,20000,77030,3,mercedes-benz,Sprinter,van,automatic,ca,white,black,pacific,6
1093,1093,1093,-3.945343969819822,0.0358497586076497,2003,2.3,176764.0,2500,2100,68360,12,nissan,Xterra,suv,automatic,tx,red,black,southwest,0
1094,1094,1094,1.3588400038704649,-1.483009866444614,2014,4.5,15179.0,10350,9800,57290,1,nissan,Versa,sedan,automatic,tn,white,black,southeast,2
1095,1095,1095,-2.681427577408272,-1.0183628270490763,2007,3.8,227097.0,4175,5200,59100,8,toyota,Camry,sedan,automatic,fl,blue,gray,southeast,5
1096,1096,1096,1.408459996048432,0.2439118956800775,2014,3.7,43105.0,17050,17200,71660,1,chevrolet,Equinox,suv,automatic,mo,black,gray,midwest,3
1097,1097,1097,0.1594645465047288,0.2165647084948432,2013,2.2,30534.0,10950,9600,73130,2,ford,Focus,sedan,automatic,il,gray,gray,midwest,3
1098,1098,1098,5.054124037987238,-0.4896431502999235,2015,4.9,9232.0,49500,48200,59100,0,ford,F-250 Super Duty,cab,automatic,fl,white,black,southeast,4
1099,1099,1099,0.1962648668438258,1.5084738874891233,2013,4.1,113830.0,11450,10300,83200,2,ford,Escape,suv,automatic,mn,—,gray,midwest,2
1100,1100,1100,0.6222787914407333,0.1735260990090227,2013,3.5,70311.0,13300,12000,71660,1,dodge,Charger,sedan,automatic,mo,silver,black,midwest,3
1101,1101,1101,1.2523369537922764,-1.050377504429509,2012,3.6,24707.0,19450,18600,59100,3,hyundai,Genesis,sedan,automatic,fl,black,brown,southeast,4
1102,1102,1102,0.7129815723044453,0.6799945189720782,2014,3.4,40958.0,10000,10200,77030,1,kia,Forte,sedan,automatic,ca,black,black,pacific,6
1103,1103,1103,-2.572066146018002,0.4014211323031079,2005,2.7,124307.0,6500,6400,71660,10,ford,Mustang,convertible,manual,mo,yellow,black,midwest,8
1104,1104,1104,-1.8481584564873776,-0.3737953360713991,2009,1.0,88767.0,12700,3100,67090,6,bmw,5 Series,sedan,automatic,wi,black,gray,midwest,2
1105,1105,1105,3.185214391802349,1.5807911844052205,2014,4.9,13809.0,30300,30500,80610,1,ford,Explorer,suv,automatic,co,white,beige,mountain west,3
1106,1106,1106,-3.624535186723005,-0.6019891977919918,2002,3.4,172918.0,3225,3900,61490,13,ford,F-150,cab,automatic,nc,blue,beige,southeast,9
1107,1107,1107,0.5463229911032396,-1.2497729273264746,2013,3.0,47579.0,12700,12800,59100,2,nissan,Altima,sedan,automatic,fl,gray,black,southeast,4
1108,1108,1108,1.3152091561759371,-1.3494473253311765,2015,2.5,6139.0,15250,13900,59100,0,chrysler,200,sedan,automatic,fl,gray,black,southeast,4
1109,1109,1109,-3.804235555556862,0.9555512961394204,2004,2.6,184330.0,1050,800,77030,11,volvo,S60,sedan,automatic,ca,silver,black,pacific,0
1110,1110,1110,-1.8869546051828847,0.1721503029204836,2009,2.8,127559.0,4175,3100,71660,6,ford,Fusion,sedan,automatic,mo,silver,black,midwest,8
1111,1111,1111,-2.600776777316612,2.40242909380174,2004,3.8,116254.0,3300,4200,89090,11,audi,A4,sedan,automatic,md,red,beige,northeast,5
1112,1112,1112,-0.8521012024101288,-1.423446024029134,2012,1.0,50997.0,8950,6600,59100,3,kia,Forte,sedan,automatic,fl,gray,gray,southeast,4
1113,1113,1113,-3.5662754394449983,1.0428005362475845,2003,2.2,150354.0,5725,4000,77030,12,toyota,4Runner,suv,automatic,ca,white,beige,pacific,0
1114,1114,1114,1.2931771504314322,-0.9278923115468012,2013,4.4,12782.0,11900,12700,61490,2,mazda,Mazda3,sedan,automatic,nc,silver,black,southeast,3
1115,1115,1115,1.7006467167238186,0.8461811866897613,2014,4.0,17215.0,17050,16800,77030,1,dodge,Grand Caravan,van,automatic,ca,white,black,pacific,6
1116,1116,1116,0.4251378682521474,0.9483832861397498,2011,2.4,43237.0,24000,14500,77030,4,infiniti,M37,sedan,automatic,ca,black,black,pacific,6
1117,1117,1117,0.9469060989923364,1.0076144317730795,2011,3.9,33825.0,17050,19250,77030,4,nissan,Maxima,sedan,automatic,ca,black,black,pacific,6
1118,1118,1118,-4.1860633275057575,-0.5608203502313301,2001,3.8,211384.0,1150,2100,61450,14,honda,Civic,coupe,automatic,ga,white,tan,southeast,9
1119,1119,1119,0.6147488969036564,-0.1695016827732529,2012,3.5,42216.0,12350,12600,68360,2,chevrolet,Malibu,sedan,automatic,tx,silver,black,southwest,6
1120,1120,1120,-0.8354104167456334,-1.1778231287652308,2010,2.3,83141.0,11550,10300,59100,5,nissan,Maxima,sedan,automatic,fl,gray,black,southeast,4
1121,1121,1121,2.0279360242864493,-1.262127411712023,2014,4.6,38063.0,19950,19600,57290,1,ford,Escape,suv,automatic,tn,—,black,southeast,2
1122,1122,1122,-2.703943453538529,1.0782472725147878,2004,3.7,138594.0,4650,5000,77030,11,bmw,5 Series,sedan,automatic,ca,black,black,pacific,0
1123,1123,1123,-1.126362218494296,-1.1654397573369697,2007,2.9,84910.0,13300,13000,57290,8,chevrolet,TrailBlazer,suv,automatic,tn,silver,gray,southeast,2
1124,1124,1124,-1.101710811557333,0.849517640968222,2010,3.7,130567.0,7200,6400,77030,5,ford,Taurus,sedan,automatic,ca,silver,black,pacific,0
1125,1125,1125,2.612274141320336,1.0638130451418035,2014,4.4,18746.0,26100,26200,77030,1,chevrolet,Silverado 1500,cab,automatic,ca,gray,black,pacific,6
1126,1126,1126,-0.3059607824634671,-0.9097466830081996,2011,4.1,93436.0,6425,9300,61490,4,volkswagen,Jetta,sedan,automatic,nc,silver,black,southeast,8
1127,1127,1127,1.0212656372978617,1.33383785232861,2013,3.1,30756.0,16600,17100,81400,2,chevrolet,Equinox,suv,automatic,wa,black,black,pacific,3
1128,1128,1128,0.5210685708245341,-0.4632634346219945,2011,4.9,63986.0,10600,12300,64520,4,hyundai,Sonata,sedan,automatic,oh,silver,gray,midwest,7
1129,1129,1129,1.0138790748869373,-1.2248932286193843,2013,3.9,22895.0,12000,12100,59100,2,dodge,Dart,sedan,automatic,fl,gray,black,southeast,4
1130,1130,1130,-4.156462142252425,0.3135481377896614,2000,2.3,104850.0,1250,750,70210,15,ford,Taurus,sedan,automatic,ny,green,gray,northeast,8
1131,1131,1131,-3.424545574719509,-0.9239288807475012,2002,3.0,127195.0,3125,3200,59100,13,gmc,Envoy,suv,automatic,fl,gold,gray,southeast,5
1132,1132,1132,0.0394808888860787,-1.1940750510769862,2012,3.4,84678.0,11550,11100,59100,3,chevrolet,Silverado 1500,cab,automatic,fl,blue,black,southeast,4
1133,1133,1133,1.2506613661954589,1.363714888984624,2012,4.8,36895.0,14850,16300,80610,3,volvo,S60,sedan,automatic,co,white,beige,mountain west,3
1134,1134,1134,-0.3241015554614307,0.4960141055360573,2008,3.6,72068.0,16350,15750,71660,7,bmw,X5,suv,automatic,mo,silver,black,midwest,3
1135,1135,1135,-4.103178185574453,-1.04864666293346,2004,1.9,210661.0,2200,2800,59100,11,honda,Accord,sedan,automatic,fl,blue,gray,southeast,5
1136,1136,1136,1.4175795661048076,-1.2778942877529855,2013,4.3,48032.0,17600,17400,57290,2,hyundai,Santa Fe,suv,automatic,tn,—,gray,southeast,2
1137,1137,1137,1.7383490044366172,-0.5762507500281135,2014,4.4,13230.0,15450,14500,64520,1,kia,Optima,sedan,automatic,oh,white,gray,midwest,7
1138,1138,1138,-0.6034231767926457,1.670892088287922,2008,3.9,74083.0,11850,12000,82750,7,gmc,Acadia,suv,automatic,nj,silver,gray,northeast,7
1139,1139,1139,-2.5439319580201363,1.2354607238565567,2006,2.4,107106.0,3325,4500,80200,9,dodge,Magnum,wagon,automatic,ut,silver,gray,mountain west,8
1140,1140,1140,-0.6703132748244768,-1.2597310817399046,2009,2.0,71400.0,17350,14000,57290,6,chevrolet,Silverado 1500,cab,automatic,tn,white,gray,southeast,2
1141,1141,1141,1.4782416576368234,0.0228363992009998,2012,4.5,26022.0,18400,18000,68360,3,infiniti,G Sedan,sedan,automatic,tx,black,black,southwest,6
1142,1142,1142,0.8694862788913681,1.5594688704550717,2010,3.4,53991.0,23600,24600,80610,5,bmw,X5,suv,automatic,co,red,beige,mountain west,3
1143,1143,1143,-0.0262846405857384,1.338239961527332,2012,2.2,24026.0,11450,9300,82750,3,honda,Civic,sedan,automatic,nj,blue,gray,northeast,7
1144,1144,1144,-2.0230792433023352,-0.9972522777331694,2005,3.3,84187.0,6900,5500,59100,10,chrysler,300,sedan,automatic,fl,green,black,southeast,5
1145,1145,1145,1.5266735274500722,-0.4691181579838945,2011,4.6,28302.0,19800,22500,62960,4,bmw,3 Series,sedan,automatic,nv,gray,gray,mountain west,7
1146,1146,1146,1.0118402697785152,-0.874574394459821,2013,2.8,43027.0,19150,18300,61450,2,mercedes-benz,C-Class,sedan,automatic,ga,gray,black,southeast,1
1147,1147,1147,0.5365118462400493,-0.9385807780746964,2012,3.7,34207.0,11900,10300,61490,3,ford,Fusion,sedan,automatic,nc,black,black,southeast,3
1148,1148,1148,-2.8516704011130534,0.090262736554208,2003,2.3,90543.0,6925,6900,68360,12,chevrolet,Silverado 1500,cab,automatic,tx,green,beige,southwest,0
1149,1149,1149,2.6700491576410808,0.65982913101188,2014,4.1,23192.0,28700,28200,73130,1,acura,RDX,suv,automatic,il,black,tan,midwest,3
1150,1150,1150,-2.4502138246295195,1.5788984602713585,2006,3.3,131765.0,3525,3700,82750,9,chevrolet,TrailBlazer,suv,automatic,nj,blue,gray,northeast,5
1151,1151,1151,-2.9518448404832403,-0.2201861653367157,2004,2.8,146596.0,6375,6100,65610,11,chevrolet,Avalanche,cab,automatic,mi,black,tan,midwest,9
1152,1152,1152,4.395686313667784,0.9091212208025028,2015,5.0,4863.0,40500,40600,73100,0,audi,Q5,suv,automatic,pa,silver,black,northeast,2
1153,1153,1153,0.7858105757298623,0.3903749581765299,2012,4.4,27037.0,10400,10900,73100,3,nissan,Leaf,hatchback,automatic,pa,white,beige,northeast,2
1154,1154,1154,-2.8537264882770685,-0.4592984191058754,2006,1.9,110854.0,3175,1600,65610,9,chrysler,Town and Country,van,automatic,mi,gold,tan,midwest,9
1155,1155,1155,0.2381232173735312,-1.1522062494828986,2012,3.7,85500.0,12350,12600,59100,3,nissan,Altima,coupe,automatic,fl,white,beige,southeast,7
1156,1156,1156,-0.307884990354892,-0.4095407149633543,2011,4.1,108207.0,9700,9000,65610,4,chevrolet,Equinox,suv,automatic,mi,black,black,midwest,9
1157,1157,1157,2.240489208589452,-0.4993754014407684,2014,3.7,41899.0,26800,26500,63250,1,ford,Explorer,suv,automatic,az,gray,black,southwest,2
1158,1158,1158,-4.729132598154628,-1.186368641044222,2003,2.4,264873.0,600,1100,57290,12,ford,Crown Victoria,sedan,automatic,tn,gold,tan,southeast,5
1159,1159,1159,1.634494941669384,-1.2701864574576347,2013,2.9,11790.0,22700,22400,57290,2,infiniti,G Sedan,sedan,automatic,tn,black,black,southeast,2
1160,1160,1160,-1.245116390363368,-1.0141992681467855,2007,3.9,88381.0,6325,9400,59100,8,toyota,Sienna,van,automatic,fl,white,gray,southeast,5
1161,1161,1161,-1.440329699480864,0.5731132602563879,2007,2.9,99237.0,10900,11500,73100,8,chevrolet,Colorado,cab,automatic,pa,blue,black,northeast,2
1162,1162,1162,0.7683747341047721,-0.730632863992269,2012,4.1,53318.0,12100,13250,62960,2,toyota,Camry,sedan,automatic,nv,silver,beige,mountain west,7
1163,1163,1163,0.4733637319224287,0.4826091790293381,2011,3.3,38852.0,15000,16000,73130,4,nissan,Rogue,suv,automatic,il,white,beige,midwest,3
1164,1164,1164,-2.9128626316730064,-0.7698361933733275,2004,3.6,140961.0,1075,1500,61450,10,kia,Sedona,van,automatic,ga,silver,gray,southeast,9
1165,1165,1165,0.7424036978258911,0.2225103738060698,2012,4.3,27753.0,10200,11000,71660,3,nissan,Sentra,sedan,automatic,mo,white,gray,midwest,3
1166,1166,1166,2.085750657669556,0.897529134656122,2014,4.1,21010.0,19550,20600,77030,0,honda,CR-V,suv,automatic,ca,white,beige,pacific,6
1167,1167,1167,-0.5106956781765084,1.5683273777543698,2008,3.9,84521.0,13700,14300,81400,7,jeep,Wrangler,suv,manual,wa,red,gray,pacific,8
1168,1168,1168,-0.4346272920651963,-0.8742048542438268,2012,2.3,58913.0,8650,7400,63250,3,ford,Focus,hatchback,automatic,az,silver,black,southwest,2
1169,1169,1169,2.724865672216393,-0.1759770499063803,2014,4.6,28561.0,27600,27000,65610,1,ford,F-150,cab,automatic,mi,white,gray,midwest,7
1170,1170,1170,1.3846616478282088,-0.5173932786429324,2012,3.4,35076.0,22500,22600,63250,3,cadillac,SRX,suv,automatic,az,black,black,southwest,2
1171,1171,1171,1.936777354022544,0.3646195153205017,2015,4.0,17184.0,16750,17100,73130,0,buick,Verano,sedan,automatic,il,white,gray,midwest,3
1172,1172,1172,0.0465412231874472,-0.7295076567100982,2011,3.4,42752.0,9825,10500,63250,4,chevrolet,Malibu,sedan,automatic,az,black,black,southwest,2
1173,1173,1173,0.3992097299745591,1.5301389108026977,2012,4.1,62221.0,10500,11500,83200,3,volkswagen,Passat,sedan,automatic,mn,gray,black,midwest,2
1174,1174,1174,0.7970935506830837,-1.2460839197938085,2011,3.4,50314.0,18550,18000,57290,3,infiniti,G Sedan,sedan,automatic,tn,black,tan,southeast,2
1175,1175,1175,-0.1873065538836019,-0.5090647366909334,2008,3.4,113617.0,24800,19750,61450,7,lexus,LS 460,sedan,automatic,ga,gray,black,southeast,9
1176,1176,1176,0.596245373388381,0.4186870482513913,2012,2.9,36444.0,15950,15500,73130,3,honda,Accord,sedan,automatic,il,white,tan,midwest,3
1177,1177,1177,2.623250571442095,-0.4299020154349482,2014,3.6,30479.0,31000,30000,63250,1,infiniti,QX60,suv,automatic,az,gray,black,southwest,2
1178,1178,1178,-0.6358316739092568,0.2392017787040711,2010,2.9,72094.0,9525,10400,71660,5,chevrolet,Equinox,suv,automatic,mo,silver,gray,midwest,3
1179,1179,1179,1.7348789803567166,0.96292872614685,2013,4.7,28941.0,17750,18600,77030,2,ford,Escape,suv,automatic,ca,green,beige,pacific,6
1180,1180,1180,1.5216571140389408,-0.3120210587099313,2013,4.2,47893.0,18700,20000,65610,2,chevrolet,Silverado 1500,cab,automatic,mi,black,black,midwest,7
1181,1181,1181,-4.048094603698415,2.471986340278613,2000,2.7,112088.0,1550,1900,89090,15,toyota,Corolla,sedan,automatic,md,silver,gray,northeast,5
1182,1182,1182,1.347219751096003,-0.4742830469119454,2010,4.4,68778.0,25800,27100,61450,5,ford,F-150,cab,automatic,ga,gray,gray,southeast,1
1183,1183,1183,-0.3089928409867847,0.5870583260437522,2013,1.0,34086.0,10800,9800,77030,2,chrysler,200,sedan,automatic,ca,red,black,pacific,6
1184,1184,1184,2.514375975501396,1.1605188835752525,2013,3.9,20277.0,30200,29750,77030,2,mercedes-benz,GLK-Class,suv,automatic,ca,black,black,pacific,6
1185,1185,1185,3.252556387096485,-0.834807854000797,2014,4.8,8541.0,30800,30400,59100,1,infiniti,Q50,sedan,automatic,fl,gray,black,southeast,4
1186,1186,1186,-3.749651377163529,1.008912342296637,2003,2.2,154860.0,2875,3400,77030,12,toyota,Matrix,wagon,automatic,ca,black,black,pacific,0
1187,1187,1187,0.2949714764142863,0.9629799413254604,2014,1.0,22391.0,16150,11200,80200,1,toyota,Camry,sedan,automatic,ut,white,black,mountain west,3
1188,1188,1188,-0.2827106622804733,-0.7622262776643186,2008,2.8,119495.0,23500,25000,59100,7,chevrolet,Silverado 2500HD,cab,automatic,fl,white,gray,southeast,5
1189,1189,1189,-2.276697273690901,-0.9928466757050172,2005,2.8,104485.0,7700,6900,59100,10,lexus,ES 330,sedan,automatic,fl,gray,gray,southeast,5
1190,1190,1190,-0.5258589725355413,0.5645446167575812,2008,3.7,55949.0,10550,12900,73100,7,nissan,Pathfinder,suv,automatic,pa,beige,beige,northeast,2
1191,1191,1191,-1.750718034002602,-1.1911247910469334,2009,3.7,145921.0,3550,2200,59100,6,chrysler,Sebring,sedan,automatic,fl,white,—,southeast,5
1192,1192,1192,1.980303003116704,1.0789060868676523,2013,4.2,44254.0,23700,25700,77030,2,jeep,Wrangler,suv,automatic,ca,white,black,pacific,6
1193,1193,1193,-0.6313651376917603,-0.2435858661544019,2011,1.9,55005.0,10700,9000,68360,4,kia,Sorento,suv,automatic,tx,off-white,tan,southwest,2
1194,1194,1194,0.886309378305497,1.5509707412562517,2013,4.6,68919.0,11750,13400,83200,2,dodge,Grand Caravan,van,automatic,mn,beige,black,midwest,2
1195,1195,1195,-1.5821248428496062,0.1388803358492048,2009,2.0,74122.0,6300,4700,71660,6,ford,Focus,coupe,automatic,mo,silver,black,midwest,3
1196,1196,1196,-1.6912680870176644,-0.263338708505109,2009,1.9,71439.0,4900,3700,68360,6,chevrolet,Cobalt,sedan,automatic,tx,black,gray,southwest,6
1197,1197,1197,1.3489745831682316,-0.9772083896602504,2011,4.3,12974.0,18300,19200,59100,4,nissan,Maxima,sedan,automatic,fl,black,black,southeast,4
1198,1198,1198,-2.072192239945558,0.820248742789824,2008,2.8,122831.0,3450,4200,77030,7,dodge,Avenger,sedan,automatic,ca,silver,gray,pacific,0
1199,1199,1199,-2.827432801356283,-0.5120399832409185,2005,2.4,102329.0,3125,1700,64520,10,volkswagen,Passat,wagon,automatic,oh,gray,gray,midwest,1
1200,1200,1200,1.8287053089637528,-0.5599572773179139,2014,4.6,13337.0,15600,14800,64520,1,kia,Optima,sedan,automatic,oh,beige,tan,midwest,7
1201,1201,1201,0.1235786571851722,-0.2831241229038388,2013,2.8,56528.0,9775,9600,68360,2,chevrolet,Impala,sedan,automatic,tx,gray,gray,southwest,6
1202,1202,1202,5.769877489106543,-0.0280130350960582,2013,3.2,19675.0,71000,71000,59100,2,porsche,Cayenne,suv,automatic,fl,black,black,southeast,4
1203,1203,1203,0.8078715092934473,0.1450649374197136,2013,4.5,33259.0,8100,8600,71660,2,nissan,Leaf,hatchback,automatic,mo,white,black,midwest,3
1204,1204,1204,-5.115442598421434,-0.6965894492883469,1994,2.0,50425.0,750,2500,59100,21,mercedes-benz,E-Class,sedan,automatic,fl,gray,gray,southeast,4
1205,1205,1205,1.9863375522666795,-0.6286895774819429,2014,3.8,29878.0,21900,22200,62960,1,toyota,Sienna,van,automatic,nv,burgundy,gray,mountain west,7
1206,1206,1206,0.301014769077611,-0.0620141557779881,2011,3.4,54254.0,14800,14000,68360,4,chevrolet,Traverse,suv,automatic,tx,silver,gray,southwest,2
1207,1207,1207,0.7375051247448503,1.4633198951610185,2013,4.1,62587.0,12050,12600,82750,2,dodge,Grand Caravan,van,automatic,nj,red,tan,northeast,7
1208,1208,1208,-0.6308079672147058,-1.661932485226173,2011,1.9,62769.0,11400,9200,55590,4,toyota,Camry,sedan,automatic,la,—,gray,southeast,3
1209,1209,1209,0.0827011472223958,-0.357141372294653,2012,2.4,42760.0,12800,11700,67090,3,honda,Accord,sedan,automatic,wi,silver,black,midwest,2
1210,1210,1210,-2.802746778789779,0.0902996983757728,2005,3.1,176107.0,6775,7100,68360,10,ford,F-150,cab,automatic,tx,blue,black,southwest,0
1211,1211,1211,1.00412506921969,1.0513556475522297,2011,4.1,48108.0,18450,20250,77030,4,bmw,3 Series,coupe,automatic,ca,silver,beige,pacific,6
1212,1212,1212,-1.636117828671321,0.6208299868464908,2006,3.3,102466.0,9675,10700,73100,9,mercedes-benz,M-Class,suv,automatic,pa,—,black,northeast,2
1213,1213,1213,-4.047228113579791,1.616519201262681,2001,2.8,157534.0,2825,2800,81400,14,bmw,3 Series,coupe,manual,wa,blue,beige,pacific,8
1214,1214,1214,1.1424330855098788,0.6248817206636353,2009,4.8,34032.0,21800,22000,71660,6,mercedes-benz,SLK-Class,convertible,automatic,mo,red,tan,midwest,3
1215,1215,1215,-0.1721330066863192,-0.0070036012756375,2010,3.1,78676.0,14800,15500,68360,5,dodge,Ram Pickup 1500,cab,automatic,tx,white,tan,southwest,6
1216,1216,1216,0.6862076973721023,-1.1604542458214535,2012,4.2,44412.0,10950,12400,59100,3,nissan,Altima,sedan,automatic,fl,white,black,southeast,4
1217,1217,1217,1.9264472637551413,1.261089842804109,2012,4.5,85797.0,30700,28250,77030,3,mercedes-benz,S-Class,sedan,automatic,ca,black,black,pacific,6
1218,1218,1218,-3.027919185183848,0.642509591771915,2003,3.5,126087.0,2800,3700,73200,12,buick,LeSabre,sedan,automatic,ne,white,tan,midwest,5
1219,1219,1219,0.5976993764100588,-0.5160064933572095,2014,2.0,4433.0,14550,7300,67090,1,toyota,Corolla,sedan,automatic,wi,red,gray,midwest,2
1220,1220,1220,-5.195891568255548,0.9229724337731572,1997,1.9,135107.0,1625,1450,74430,18,toyota,Camry,sedan,automatic,va,green,gray,southeast,9
1221,1221,1221,0.3336740966238213,1.2567227372429712,2012,3.7,35504.0,8625,10000,81400,3,nissan,Versa,hatchback,automatic,wa,blue,gray,pacific,3
1222,1222,1222,-1.878391341593368,0.0173017309428953,2006,2.8,92304.0,8025,8700,68360,9,nissan,Murano,suv,automatic,tx,gray,black,southwest,0
1223,1223,1223,1.7719045057055458,0.8729724664114515,2014,4.4,25920.0,16900,16900,77030,1,kia,Sorento,suv,automatic,ca,silver,gray,pacific,6
1224,1224,1224,3.964173014118894,1.7719521983576063,2011,4.4,45944.0,52500,53250,77030,4,porsche,Cayenne,suv,automatic,ca,white,tan,pacific,6
1225,1225,1225,-0.8378744371704083,-0.1936656439717905,2008,4.8,134724.0,11000,10500,65610,7,ford,F-150,cab,automatic,mi,black,gray,midwest,9
1226,1226,1226,1.9302958679364373,-0.3453421148605998,2013,4.1,41923.0,24500,23500,64520,2,bmw,3 Series,sedan,automatic,oh,black,black,midwest,7
1227,1227,1227,1.7525030898513725,-1.135359137020221,2014,4.1,28258.0,17900,17600,59100,1,ford,Fusion,sedan,automatic,fl,—,black,southeast,4
1228,1228,1228,-3.5218627892963776,-0.7243762860960739,2004,2.5,184746.0,4425,4300,61450,11,nissan,Armada,suv,automatic,ga,gold,brown,southeast,9
1229,1229,1229,0.4171451232476995,0.3444952677823077,2012,2.7,22014.0,12350,13800,73130,3,nissan,Altima,sedan,automatic,il,blue,black,midwest,3
1230,1230,1230,2.008489551776397,-1.0999944889785132,2014,4.0,15776.0,20200,19800,59100,1,chrysler,Town and Country,van,automatic,fl,silver,black,southeast,4
1231,1231,1231,-1.2412864484815482,-1.3249283094826312,2008,2.3,65543.0,11050,8500,57290,7,bmw,3 Series,sedan,automatic,tn,gray,black,southeast,2
1232,1232,1232,1.8451875891487368,-0.9290480681279328,2012,4.7,28474.0,22200,21200,59100,3,infiniti,G Coupe,coupe,automatic,fl,blue,gray,southeast,4
1233,1233,1233,-0.7514516689883666,0.2397581717082385,2012,1.9,86902.0,9550,8300,73100,3,ford,Escape,suv,automatic,pa,white,gray,northeast,2
1234,1234,1234,3.852240521008122,1.5922050883051888,2012,3.5,14692.0,52800,46500,77030,3,jaguar,XK,convertible,automatic,ca,silver,beige,pacific,6
1235,1235,1235,-1.3416673252782465,0.0467196084622549,2008,3.4,138952.0,11300,11200,68360,7,ford,F-150,cab,automatic,tx,black,beige,southwest,0
1236,1236,1236,2.1013717564578376,0.5047380840154174,2014,4.0,16448.0,21500,21500,73130,1,chevrolet,Equinox,suv,automatic,il,silver,black,midwest,3
1237,1237,1237,2.293980742098789,-0.3056340174638581,2010,4.3,41033.0,34600,36200,61450,5,mercedes-benz,S-Class,sedan,automatic,ga,black,black,southeast,1
1238,1238,1238,0.35842309125189,0.219762952729273,2011,3.8,82876.0,16950,15400,70210,4,ford,Edge,suv,automatic,ny,white,gray,northeast,8
1239,1239,1239,-0.8624543372258937,1.1588688992530891,2007,3.9,132073.0,15600,15750,77030,7,cadillac,Escalade ESV,suv,automatic,ca,silver,black,pacific,0
1240,1240,1240,-1.2157845902474071,1.6017564852151949,2008,3.6,103255.0,9350,8200,82750,7,hyundai,Santa Fe,suv,automatic,nj,blue,black,northeast,7
1241,1241,1241,0.072700356527899,1.3864376968876078,2012,3.1,44800.0,9925,9500,82750,3,honda,Civic,coupe,automatic,nj,silver,gray,northeast,7
1242,1242,1242,-1.3873306537699672,-0.5492062230915394,2007,3.8,114702.0,9650,8800,62930,8,lexus,ES 350,sedan,automatic,in,white,tan,midwest,8
