,PC1,PC2,feature
0,0.4359850985117185,-0.08340151062542953,year
1,0.342126699169651,0.054461875932509105,condition
2,-0.4125655980196785,0.024928158701952696,odometer
3,0.407511323338844,0.09989989744247926,mmr
4,0.4082844964569674,0.10294346993438963,sellingprice
5,-0.01762746514445737,0.9805531648207277,income
6,-0.43541188166810185,0.08599315349458668,using_time
